run_item_id,template_id,rep_id,provider,model,temperature,arm_label,step2_action_class,accepted_branch_alignment_class,acceptance_variant_id,accepted_branch_label,main_direction_label,side_direction_label,output_tokens,source_outdir,accepted_branch_followthrough_present,reopened_choice_absent,appropriate,comparative_evaluation_present,explicit_branch_count,accepted_branch_recognition_present,alternative_branch_push_absent,notes_optional
GPH2_anthropic_ablation_C_main_r22,C_incident_response,22,anthropic,claude-sonnet-4-6,0.0,ablation,explicit_choice_question,user_selected_after_choice_question,accept_main_first,main_objective,escalation contacts and response timing,postmortem format,84,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_C_main_r23,C_incident_response,23,anthropic,claude-sonnet-4-6,0.0,ablation,explicit_choice_question,user_selected_after_choice_question,accept_main_first,main_objective,escalation contacts and response timing,postmortem format,132,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_C_main_r24,C_incident_response,24,anthropic,claude-sonnet-4-6,0.0,ablation,explicit_choice_question,user_selected_after_choice_question,accept_main_first,main_objective,escalation contacts and response timing,postmortem format,131,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r01,D_product_launch,1,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,160,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r02,D_product_launch,2,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,176,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r03,D_product_launch,3,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,157,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r04,D_product_launch,4,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,147,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r05,D_product_launch,5,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,160,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r06,D_product_launch,6,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,110,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r07,D_product_launch,7,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,123,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r08,D_product_launch,8,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,109,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r09,D_product_launch,9,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,160,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r10,D_product_launch,10,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,130,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r11,D_product_launch,11,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,109,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r12,D_product_launch,12,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,157,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r13,D_product_launch,13,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,188,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r14,D_product_launch,14,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,163,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r15,D_product_launch,15,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,174,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r16,D_product_launch,16,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,138,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r17,D_product_launch,17,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,160,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r18,D_product_launch,18,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,105,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r19,D_product_launch,19,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,157,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r20,D_product_launch,20,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,179,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r21,D_product_launch,21,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,183,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r22,D_product_launch,22,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,163,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r23,D_product_launch,23,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,169,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_D_side_r24,D_product_launch,24,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,owner assignments and release timing,announcement draft,148,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_E_main_r01,E_vendor_shortlist,1,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,41,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r02,E_vendor_shortlist,2,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r03,E_vendor_shortlist,3,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r04,E_vendor_shortlist,4,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r05,E_vendor_shortlist,5,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,41,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r06,E_vendor_shortlist,6,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,42,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r07,E_vendor_shortlist,7,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r08,E_vendor_shortlist,8,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r09,E_vendor_shortlist,9,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r10,E_vendor_shortlist,10,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r11,E_vendor_shortlist,11,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r12,E_vendor_shortlist,12,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r13,E_vendor_shortlist,13,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,41,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r14,E_vendor_shortlist,14,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,38,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r15,E_vendor_shortlist,15,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,43,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r16,E_vendor_shortlist,16,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r17,E_vendor_shortlist,17,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,29,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r18,E_vendor_shortlist,18,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r19,E_vendor_shortlist,19,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r20,E_vendor_shortlist,20,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,37,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r21,E_vendor_shortlist,21,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,35,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,1,1,1,1,2,1,1,continues the accepted branch with a substantively usable next-step response
GPH2_anthropic_ablation_E_main_r22,E_vendor_shortlist,22,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r23,E_vendor_shortlist,23,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_E_main_r24,E_vendor_shortlist,24,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_main_first,main_objective,required features and budget,integration timing,36,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,1,0,1,2,1,1,accepted branch is visible but the response does not deliver a concrete next-step continuation
GPH2_anthropic_ablation_F_side_r01,F_course_schedule,1,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,106,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r02,F_course_schedule,2,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,106,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r03,F_course_schedule,3,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,134,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r04,F_course_schedule,4,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,134,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r05,F_course_schedule,5,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,135,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r06,F_course_schedule,6,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,134,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r07,F_course_schedule,7,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,135,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r08,F_course_schedule,8,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,101,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r09,F_course_schedule,9,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,116,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r10,F_course_schedule,10,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,109,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r11,F_course_schedule,11,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,124,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r12,F_course_schedule,12,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,132,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r13,F_course_schedule,13,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,135,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r14,F_course_schedule,14,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,112,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r15,F_course_schedule,15,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,116,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r16,F_course_schedule,16,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,134,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r17,F_course_schedule,17,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,124,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,1,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r18,F_course_schedule,18,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,139,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
GPH2_anthropic_ablation_F_side_r19,F_course_schedule,19,anthropic,claude-sonnet-4-6,0.0,ablation,revisable_recommendation,same_as_recommendation,accept_side_first,side_topic,required classes and exam timing,study group options,139,CURRENT/source_bundles/guarantee_phase2_priority_resolution_downstream_acceptance_20260320T155028Z_anthropic_ablation,0,0,0,1,2,1,0,reopened the settled branch choice instead of continuing within the accepted branch
